pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_masse,pl_massj,pl_eqt,st_rad,st_mass,st_teff,sy_dist,ra,dec,download_date
TOI-262 b,TOI-262,1,1,Transit,2023,11.14529,0.163,2.07,0.18467335,,,584.0,0.853,0.913,5310.0,43.932,32.534687,-31.0706272,2025-08-09T19:18:00.766679
TOI-2641 b,TOI-2641,1,1,Transit,2023,4.880974,0.0607,18.10250383,1.615,122.681765102,0.386,1387.0,1.336,1.16,6100.0,344.045,171.1303716,-42.7321394,2025-08-09T19:18:00.766680
TOI-269 b,TOI-269,1,1,Transit,2021,3.6977104,0.0345,2.77,0.24712327,8.8,0.0276878963811438,531.0,0.398,0.3917,3514.0,57.0225,75.8462827,-54.1777213,2025-08-09T19:18:00.766682
TOI-270 b,TOI-270,1,3,Transit,2019,3.3601538,0.03197,1.206,0.1075923,1.58,0.00497123594115991,581.0,0.378,0.386,3506.0,22.4793,68.4160804,-51.9573937,2025-08-09T19:18:00.766683
TOI-270 c,TOI-270,1,3,Transit,2019,5.6605731,0.04526,2.355,0.21009939,6.15,0.0193500639481857,488.0,0.378,0.386,3506.0,22.4793,68.4160804,-51.9573937,2025-08-09T19:18:00.766684
TOI-270 d,TOI-270,1,3,Transit,2019,11.379573,0.0721,2.133,0.19029384,4.78,0.0150395618979395,387.0,0.378,0.386,3506.0,22.4793,68.4160804,-51.9573937,2025-08-09T19:18:00.766686
TOI-2714 b,TOI-2714,1,1,Transit,2024,2.499387,0.036,13.72,1.22401852,228.0,0.717368224420544,1603.0,1.25,1.07,5665.0,597.873,61.4012482,-14.9267458,2025-08-09T19:18:00.766687
TOI-2768 b,TOI-2768,1,1,Transit,2024,1.50801,0.027,2.63,0.23463329,,,855.0,0.657,0.63,4008.0,78.4525,99.3641336,-15.4812031,2025-08-09T19:18:00.766689
TOI-277 b,TOI-277,1,1,Transit,2022,3.994,0.0269,2.65,0.23641757,,,587.92,0.362,0.16,4031.0,64.6692,19.0766985,-20.9532772,2025-08-09T19:18:00.766690
TOI-2796 b,TOI-2796,1,1,Transit,2023,4.8084983,0.0569,17.26183028,1.54,139.84449908,0.44,1205.0,1.069,1.063,5764.0,350.343,84.1527191,0.8962788,2025-08-09T19:18:00.766691
TOI-2803 A b,TOI-2803 A,2,1,Transit,2023,1.96229325,0.03185,18.11371281,1.616,309.882696825,0.975,1893.0,1.245,1.118,6280.0,494.818,93.1147397,-23.4924956,2025-08-09T19:18:00.766693
TOI-2818 b,TOI-2818,1,1,Transit,2023,4.039709,0.0493,15.27784069,1.363,225.65816897,0.71,1376.0,1.229,0.977,5721.0,312.674,119.0598183,-35.1167104,2025-08-09T19:18:00.766694
TOI-2842 b,TOI-2842,1,1,Transit,2023,3.5514058,0.0475,12.84549188,1.146,117.59651059,0.37,1471.0,1.265,1.135,5910.0,460.995,108.0442066,-10.63934,2025-08-09T19:18:00.766695
TOI-286 b,TOI-286,1,2,Transit,2024,4.5117244,0.0503,1.42,0.12668413,4.53,0.0142529739325661,979.0,0.78,0.832,5152.0,59.2293,90.9842762,-60.6663348,2025-08-09T19:18:00.766697
TOI-286 c,TOI-286,1,2,Transit,2024,39.361826,0.213,1.88,0.16772265,3.72,0.0117044289247562,475.0,0.78,0.832,5152.0,59.2293,90.9842762,-60.6663348,2025-08-09T19:18:00.766698
TOI-2876 b,TOI-2876,1,1,Transit,2025,6.2996431,0.0654,9.6397234,0.86,54.03082919,0.17,929.0,0.873,0.939,5271.0,225.744,110.2473528,-21.1146384,2025-08-09T19:18:00.766700
TOI-2886 b,TOI-2886,1,1,Transit,2025,1.60200105,0.02871,18.6405349,1.663,444.9597698,1.4,1978.0,1.241,1.229,6240.0,413.673,110.0076569,-10.5698414,2025-08-09T19:18:00.766701
TOI-2969 b,TOI-2969,1,1,Transit,2025,1.8237146,0.0261,12.32987877,1.1,368.68095212,1.16,1186.0,0.7,0.71,4738.0,163.996,150.0626247,-47.4452436,2025-08-09T19:18:00.766702
TOI-2977 b,TOI-2977,1,1,Transit,2023,2.3505614,0.03386,13.15934334,1.174,533.95172376,1.68,1544.0,1.073,0.936,5691.0,,143.9265177,-60.3574758,2025-08-09T19:18:00.766704
TOI-2981 b,TOI-2981,1,1,Transit,2024,3.601501,0.048,13.4,1.19546999,638.0,2.00737248763293,1358.0,1.08,1.03,5940.0,527.789,163.487394,-25.5245988,2025-08-09T19:18:00.766705
TOI-2986 b,TOI-2986,1,1,Transit,2025,3.2783662,0.04489,9.292245,0.829,96.619835728,0.304,1622.0,1.458,1.122,5906.0,563.149,163.7715605,-6.4784524,2025-08-09T19:18:00.766706
TOI-2989 b,TOI-2989,1,1,Transit,2025,3.122832,0.0384,12.55405838,1.12,953.485221,3.0,1001.0,0.76,0.77,4672.0,195.795,171.2316754,-27.0623619,2025-08-09T19:18:00.766708
TOI-2992 b,TOI-2992,1,1,Transit,2025,3.007812,0.0434,13.75341932,1.227,1058.36859531,3.33,1726.0,1.545,1.21,6000.0,542.026,164.3165643,-32.3224375,2025-08-09T19:18:00.766709
TOI-3023 b,TOI-3023,1,1,Transit,2023,3.9014971,0.0505,16.43236571,1.466,197.05361234,0.62,1596.0,1.668,1.12,5760.0,389.916,165.3158231,-72.3567044,2025-08-09T19:18:00.766710
TOI-3071 b,TOI-3071,1,1,Transit,2024,1.266938,0.0249,7.16,0.63877351,68.2,0.214581196953864,2155.0,1.31,1.29,6177.0,485.219,173.2790517,-56.5033871,2025-08-09T19:18:00.766712
TOI-3135 b,TOI-3135,1,1,Transit,2025,3.7065585,0.04756,13.65253849,1.218,327.36325921,1.03,1292.0,0.985,1.044,5890.0,221.673,207.8592276,-69.7725635,2025-08-09T19:18:00.766713
TOI-3160 A b,TOI-3160 A,2,1,Transit,2025,3.971281,0.0505,13.7646283,1.228,378.21580433,1.19,1539.0,1.346,1.088,6190.0,567.678,224.5658555,-27.6825503,2025-08-09T19:18:00.766715
TOI-3235 b,TOI-3235,1,1,Transit,2023,2.59261842,0.02709,11.39953337,1.017,211.355890655,0.665,604.0,0.3697,0.3939,3388.8,72.811,207.4738488,-46.0665139,2025-08-09T19:18:00.766716
TOI-3261 b,TOI-3261,1,1,Transit,2024,0.8831331,0.01714,3.82,0.34079816,30.3,0.0953344614032565,1722.0,0.849,0.861,5068.0,300.141,47.7285242,-73.531972,2025-08-09T19:18:00.766717
TOI-329 b,TOI-329,1,1,Transit,2024,5.70439,0.0638,4.94057819,0.44076962,40.4,0.127112615204342,1213.02,1.5326,1.0678,5614.0,284.388,351.3210955,-15.6346313,2025-08-09T19:18:00.766719
TOI-332 b,TOI-332,1,1,Transit,2023,0.777038,0.0159,3.2,0.28548537,57.2,0.179971326477435,1871.0,0.87,0.88,5251.0,222.852,348.0589516,-44.8764852,2025-08-09T19:18:00.766720
TOI-3321 b,TOI-3321,1,1,Transit,2024,3.6525145,0.047,15.55806521,1.388,176.076937478,0.554,1616.0,1.549,1.041,5850.0,285.895,265.7603351,-65.0082516,2025-08-09T19:18:00.766721
TOI-3331 A b,TOI-3331 A,2,1,Transit,2022,2.0180231,0.03144,12.97999965,1.158,721.47048389,2.27,1488.0,0.952,1.016,5609.0,217.193,271.3241672,-34.107171,2025-08-09T19:18:00.766723
TOI-3353.01,TOI-3353,1,1,Transit,2024,4.6657965,0.060118218,2.6667555,0.23765421,,,1264.36,1.0207,1.332089,6365.0,78.7577,106.5298146,-75.8195594,2025-08-09T19:18:00.766724
TOI-3362 b,TOI-3362,1,1,Transit,2021,18.09547,0.153,12.80065596,1.142,1598.359058803,5.029,688.0,1.83,1.445,6532.0,366.987,155.9841428,-56.8431169,2025-08-09T19:18:00.766725
TOI-3364 b,TOI-3364,1,1,Transit,2023,5.8768918,0.0675,12.22899794,1.091,530.77343969,1.67,1264.0,1.419,1.186,5706.0,277.899,144.5377709,-49.3352226,2025-08-09T19:18:00.766727
TOI-3464 b,TOI-3464,1,1,Transit,2025,3.6515568,0.0515,13.7646283,1.228,397.28550875,1.25,1693.0,1.56,1.363,6370.0,597.774,234.4830357,-44.7899772,2025-08-09T19:18:00.766728
TOI-3474 b,TOI-3474,1,1,Transit,2025,3.8795105,0.0502,14.67255574,1.309,193.87532827,0.61,1451.0,1.256,1.121,6020.0,420.123,233.5033482,-47.9636597,2025-08-09T19:18:00.766731
TOI-3486 b,TOI-3486,1,1,Transit,2025,2.21778105,0.03138,10.5700688,0.943,99.162462984,0.312,1190.0,0.788,0.837,4930.0,154.715,249.4432035,-59.3051077,2025-08-09T19:18:00.766732
TOI-3523 A b,TOI-3523 A,3,1,Transit,2025,2.30458952,0.03559,15.9727975,1.425,435.42491759,1.37,1984.0,1.448,1.131,6450.0,645.294,304.2834581,42.9065338,2025-08-09T19:18:00.766734
TOI-3540 A b,TOI-3540 A,2,1,Transit,2022,3.119999,0.04289,23.53885947,2.1,375.03752026,1.18,1498.0,1.228,1.081,5810.0,,328.9113712,28.1794996,2025-08-09T19:18:00.766735
TOI-3568 b,TOI-3568,1,1,Transit,2024,4.417965,0.0485,5.3,0.483,26.4,0.083,899.0,0.719,0.78,4969.0,197.906,322.6023682,34.7395805,2025-08-09T19:18:00.766736
TOI-3593 b,TOI-3593,1,1,Transit,2025,3.8212867,0.0481,11.02963701,0.984,565.73456446,1.78,1170.0,0.918,1.015,5550.0,226.63,331.506364,34.2116583,2025-08-09T19:18:00.766738
TOI-3629 b,TOI-3629,1,1,Transit,2022,3.936551,0.043,8.29464572,0.74,82.63538582,0.26,690.0,0.6,0.63,3870.0,130.091,359.7933851,39.3142556,2025-08-09T19:18:00.766739
TOI-3682 b,TOI-3682,1,1,Transit,2025,3.3462406,0.048,12.80065596,1.142,69.286592726,0.218,1657.0,1.735,1.32,5703.0,404.211,50.2752271,25.2972658,2025-08-09T19:18:00.766740
TOI-3688 A b,TOI-3688 A,2,1,Transit,2023,3.246075,0.0456,13.08088048,1.167,311.47183886,0.98,1534.0,1.302,1.199,5950.0,396.378,39.2823371,54.8512152,2025-08-09T19:18:00.766742
TOI-3693 b,TOI-3693,1,1,Transit,2022,9.088516,0.0813,12.59889431,1.124,324.18497514,1.02,801.0,0.791,0.867,5321.0,176.436,15.6543938,51.3038918,2025-08-09T19:18:00.766743
TOI-3714 b,TOI-3714,2,1,Transit,2022,2.154849,0.027,11.32107051,1.01,222.4798849,0.7,750.0,0.51,0.53,3660.0,112.71,69.5523415,39.4580035,2025-08-09T19:18:00.766745
TOI-3757 b,TOI-3757,1,1,Transit,2022,3.438753,0.03845,12.0,1.07057014,85.3,0.268383813785405,759.0,0.62,0.64,3913.0,181.139,91.0036423,55.0199793,2025-08-09T19:18:00.766746
TOI-3785 b,TOI-3785,1,1,Transit,2023,4.6747373,0.043,5.14,0.45856088,14.95,0.0470379603293295,582.0,0.5,0.52,3576.0,79.7634,130.9002258,63.0780768,2025-08-09T19:18:00.766747
TOI-3807 b,TOI-3807,1,1,Transit,2023,2.8989727,0.0421,18.49481816,1.65,330.54154328,1.04,1646.0,1.468,1.181,5772.0,421.745,139.1125648,69.0741284,2025-08-09T19:18:00.766749
TOI-3819 b,TOI-3819,1,1,Transit,2023,3.2443141,0.04611,13.13692538,1.172,352.78953177,1.11,1633.0,1.538,1.242,5859.0,558.141,121.8632568,29.3886446,2025-08-09T19:18:00.766750
TOI-3837 b,TOI-3837,1,1,Transit,2025,11.88865,0.099,10.87271128,0.97,187.51876013,0.59,1178.0,1.2,0.89,5905.0,311.705,152.6662832,24.2731213,2025-08-09T19:18:00.766752
TOI-3856 b,TOI-3856,1,1,Transit,2025,2.04360352,0.0325,13.59649359,1.213,171.62733978,0.54,1544.0,1.055,1.096,5622.0,314.443,145.2229223,27.950158,2025-08-09T19:18:00.766753
TOI-3877 b,TOI-3877,1,1,Transit,2025,4.123596,0.0529,11.67975789,1.042,99.798119798,0.314,1445.0,1.445,1.16,5731.0,493.77,170.4544727,33.9913822,2025-08-09T19:18:00.766754
TOI-3884 b,TOI-3884,1,1,Transit,2022,4.5445828,0.0361,6.43,0.57364716,32.59,0.102539607166077,441.0,0.302,0.298,3180.0,43.1448,181.5718341,12.5070258,2025-08-09T19:18:00.766756
TOI-3894 b,TOI-3894,1,1,Transit,2024,4.33454,0.05354,15.27784069,1.363,260.61929374,0.82,1531.0,1.502,1.138,6000.0,417.365,201.3748265,52.7681036,2025-08-09T19:18:00.766757
TOI-3912 b,TOI-3912,1,1,Transit,2023,3.4936264,0.0463,14.28024141,1.274,129.038333242,0.406,1512.0,1.392,1.088,5725.0,465.992,215.8014956,24.0765639,2025-08-09T19:18:00.766758
TOI-3919 b,TOI-3919,1,1,Transit,2024,7.433234,0.0795,12.31866979,1.099,1233.17421916,3.88,1198.0,1.319,1.208,6100.0,604.591,208.9447534,40.3918061,2025-08-09T19:18:00.766760
TOI-3976 A b,TOI-3976 A,2,1,Transit,2023,6.607662,0.0743,12.27383387,1.095,55.619971225,0.175,1295.0,1.501,1.254,5975.0,516.087,224.3560083,44.2743223,2025-08-09T19:18:00.766761
TOI-3980 b,TOI-3980,1,1,Transit,2025,3.6089254,0.0494,14.4595851,1.29,187.51876013,0.59,1621.0,1.626,1.24,5840.0,486.721,12.8419374,59.5758606,2025-08-09T19:18:00.766763
TOI-3984 A b,TOI-3984 A,2,1,Transit,2023,4.353326,0.041,7.9,0.71,44.0,0.14,563.0,0.47,0.49,3476.0,108.883,226.3371468,36.7869747,2025-08-09T19:18:00.766764
TOI-4010 b,TOI-4010,1,4,Transit,2023,1.348335,0.0229,3.02,0.26942682,11.0,0.0346098704764298,1441.0,0.83,0.88,4960.0,177.504,20.2148196,66.0722009,2025-08-09T19:18:00.766765
TOI-4010 c,TOI-4010,1,4,Transit,2023,5.414654,0.058,5.93,0.52904008,20.31,0.0639024063069353,907.0,0.83,0.88,4960.0,177.504,20.2148196,66.0722009,2025-08-09T19:18:00.766767
TOI-4010 d,TOI-4010,1,4,Transit,2023,14.70886,0.113,6.18,0.55134362,38.15,0.120033323515981,650.0,0.83,0.88,4960.0,177.504,20.2148196,66.0722009,2025-08-09T19:18:00.766768
TOI-4010 e,TOI-4010,1,4,Radial Velocity,2023,762.0,1.57,13.3,1.19,,,174.0,0.83,0.88,4960.0,177.504,20.2148196,66.0722009,2025-08-09T19:18:00.766769
TOI-406 c,TOI-406,1,2,Transit,2024,3.307441,0.0322,1.32,0.11776272,2.08,0.00654441187190672,584.0,0.41,0.408,3392.0,31.0597,49.2626428,-42.2441492,2025-08-09T19:18:00.766771
TOI-406.01,TOI-406,1,2,Transit,2024,13.175682,0.0809,2.08,0.18556549,6.57,0.020671531730013,368.0,0.41,0.408,3392.0,31.0597,49.2626428,-42.2441492,2025-08-09T19:18:00.766772
TOI-4087 b,TOI-4087,1,1,Transit,2023,3.1774835,0.04469,13.04725353,1.164,232.01473711,0.73,1458.0,1.112,1.178,6060.0,301.676,217.9257785,83.3727061,2025-08-09T19:18:00.766773
TOI-4127 b,TOI-4127,1,1,Transit,2023,56.39879,0.3081,12.28504285,1.096,731.0053361,2.3,605.1,1.293,1.23,6096.0,319.632,105.4045516,72.4149297,2025-08-09T19:18:00.766775
TOI-4137 b,TOI-4137,1,1,Transit,2022,3.8016122,0.05222,13.57407563,1.211,457.67290608,1.44,1570.0,1.438,1.313,6202.0,334.993,77.612879,70.391079,2025-08-09T19:18:00.766776
TOI-4145 A b,TOI-4145 A,2,1,Transit,2023,4.0664428,0.04823,13.30506009,1.187,136.66621501,0.43,1074.0,0.859,0.905,5281.0,205.387,39.4297435,80.2673838,2025-08-09T19:18:00.766777
TOI-4153 b,TOI-4153,1,1,Transit,2024,4.6174141,0.06311,16.11851425,1.438,365.50266805,1.15,1669.0,1.605,1.572,6860.0,423.84,335.3934698,82.2160792,2025-08-09T19:18:00.766779
TOI-4184 b,TOI-4184,1,1,Transit,2023,4.9019804,0.0336,2.43,0.21679045,,,412.0,0.2347,0.2109,3238.0,69.3649,43.8284749,-79.4147039,2025-08-09T19:18:00.766780
TOI-4201 b,TOI-4201,1,1,Transit,2023,3.5819194,0.04,13.67495645,1.22,788.21444936,2.48,725.0,0.63,0.61,3794.0,189.011,90.4747237,-13.461371,2025-08-09T19:18:00.766782
TOI-421 b,TOI-421,2,2,Transit,2020,5.197576,0.0554,2.64,0.23552543,6.7,0.0210805574720072,922.0,0.866,0.833,5291.0,74.7969,81.8532824,-14.2767404,2025-08-09T19:18:00.766783
TOI-421 c,TOI-421,2,2,Transit,2020,16.067541,0.117,5.09,0.45410017,14.1,0.04436356124706,635.0,0.866,0.833,5291.0,74.7969,81.8532824,-14.2767404,2025-08-09T19:18:00.766784
TOI-4214 b,TOI-4214,1,1,Transit,2025,3.4913885,0.05018,10.68215861,0.953,165.27077164,0.52,1642.0,1.434,1.382,6370.0,346.881,110.2495104,-13.9262649,2025-08-09T19:18:00.766787
TOI-431 b,TOI-431,1,3,Transit,2021,0.490047,0.0113,1.28,0.11419415,3.07,0.00965930021478539,1862.0,0.731,0.78,4850.0,32.5686,83.2692502,-26.7238698,2025-08-09T19:18:00.766788
TOI-431 c,TOI-431,1,3,Radial Velocity,2021,4.8494,0.052,1.49,0.133,,,867.0,0.731,0.78,4850.0,32.5686,83.2692502,-26.7238698,2025-08-09T19:18:00.766789
TOI-431 d,TOI-431,1,3,Transit,2021,12.46103,0.098,3.29,0.29351465,9.9,0.0311488834287868,633.0,0.731,0.78,4850.0,32.5686,83.2692502,-26.7238698,2025-08-09T19:18:00.766791
TOI-4336 A b,TOI-4336 A,3,1,Transit,2024,16.336334,0.0872,2.12,0.18913406,,,308.0,0.328,0.331,3298.0,22.5455,206.1070129,-40.3373505,2025-08-09T19:18:00.766792
TOI-4342 b,TOI-4342,1,2,Transit,2023,5.5382498,0.05251,2.266,0.20215933,,,633.6,0.599,0.6296,3901.0,61.5204,324.3894196,-77.9791468,2025-08-09T19:18:00.766794
TOI-4342 c,TOI-4342,1,2,Transit,2023,10.688716,0.0814,2.415,0.21545224,,,508.9,0.599,0.6296,3901.0,61.5204,324.3894196,-77.9791468,2025-08-09T19:18:00.766795
TOI-4364 b,TOI-4364,1,1,Transit,2025,5.424019,0.04753,2.01,0.1793205,,,488.0,0.4684,0.487,3528.0,43.9662,80.066927,-4.2392481,2025-08-09T19:18:00.766796
TOI-4377 b,TOI-4377,1,1,Transit,2023,4.378081,0.0579,15.10970598,1.348,304.161785499,0.957,1162.08,3.52,1.36,4974.0,455.82,164.9324709,-82.2213501,2025-08-09T19:18:00.766798
TOI-4406 b,TOI-4406,1,1,Transit,2023,30.08364,0.201,11.2089807,1.0,95.3485221,0.3,904.0,1.29,1.19,6219.0,261.834,18.0485164,-56.9253875,2025-08-09T19:18:00.766799
TOI-4438 b,TOI-4438,1,1,Transit,2024,7.44628,0.0534,2.52,0.22481973,5.4,0.0169903000520655,435.0,0.372,0.368,3422.0,30.0346,270.3172389,35.5948992,2025-08-09T19:18:00.766800
TOI-444 b,TOI-444,1,1,Transit,2023,17.9636,0.133,2.77,0.24712327,,,609.0,0.779,0.96,5225.0,57.3973,64.1839982,-26.7664071,2025-08-09T19:18:00.766802
TOI-4443.01,TOI-4443,1,1,Transit,2024,1.8498567,0.029962645,1.7193265,0.15322184,,,1638.82,1.01733,1.049133,5834.0,56.0739,274.2686643,21.9095459,2025-08-09T19:18:00.766803
TOI-4463 A b,TOI-4463 A,2,1,Transit,2023,2.8807198,0.04036,13.26022417,1.183,252.355755158,0.794,1395.0,1.062,1.056,5640.0,173.117,279.3581286,18.7299522,2025-08-09T19:18:00.766806
TOI-4465 b,TOI-4465,1,1,Transit,2025,101.94054,0.416,14.01122587,1.25,1872.00931723,5.89,427.0,1.014,0.93,5545.0,121.139,276.1340312,15.8418856,2025-08-09T19:18:00.766807
TOI-4479 b,TOI-4479,1,1,Transit,2022,1.1589,0.0164,2.82,0.25158398,,,861.0,0.451,0.452,3400.0,80.6532,316.0969388,24.6536739,2025-08-09T19:18:00.766809
TOI-4487 A b,TOI-4487 A,2,1,Transit,2025,3.9540709,0.05448,14.60530185,1.303,397.28550875,1.25,1639.0,1.634,1.378,6206.0,479.145,306.4220814,45.9710306,2025-08-09T19:18:00.766810
TOI-4495.01,TOI-4495,1,1,Transit,2024,5.1830043,0.061732577,3.63045,0.32353612,,,1382.67,1.34,1.168817,6156.0,132.214,286.3624951,37.0259902,2025-08-09T19:18:00.766811
TOI-4504 b,TOI-4504,1,3,Transit,2024,2.42614,0.03392,2.691,0.24007535,,,1234.03,0.92,0.89,5315.0,342.605,114.4673065,-62.0782776,2025-08-09T19:18:00.766813
TOI-4504 d,TOI-4504,1,3,Transit Timing Variations,2024,40.5634,0.2219,13.6,1.21,450.2357213562,1.4166,,0.92,0.89,5315.0,342.605,114.4673065,-62.0782776,2025-08-09T19:18:00.766814
TOI-4504 c,TOI-4504,1,3,Transit,2024,82.97213,0.3569,11.09689089,0.99,1197.3231748504,3.7672,182.8,0.92,0.89,5315.0,342.605,114.4673065,-62.0782776,2025-08-09T19:18:00.766815
TOI-451 b,TOI-451,2,3,Transit,2020,1.858703,0.0283,1.91,0.17039879,,,1491.0,0.879,0.95,5550.0,123.739,62.966385,-37.93973,2025-08-09T19:18:00.766817
TOI-451 c,TOI-451,2,3,Transit,2020,9.192522,0.0823,3.1,0.27656348,,,875.0,0.879,0.95,5550.0,123.739,62.966385,-37.93973,2025-08-09T19:18:00.766818
TOI-451 d,TOI-451,2,3,Transit,2020,16.364988,0.1208,4.07,0.36310108,,,722.0,0.879,0.95,5550.0,123.739,62.966385,-37.93973,2025-08-09T19:18:00.766820
TOI-4515 b,TOI-4515,1,1,Transit,2024,15.266446,0.118,12.17,1.086,637.0,2.005,705.0,0.86,0.949,5433.0,193.499,21.1861778,21.5130638,2025-08-09T19:18:00.766821
TOI-4527.01,TOI-4527,1,1,Transit,2024,0.3994445,0.008332353,0.9086617,0.08097753,,,1362.93,0.485948,0.483901,3702.0,18.1037,19.4722574,5.4711996,2025-08-09T19:18:00.766822
TOI-4551 b,TOI-4551,1,1,Transit,2023,9.95581,0.0994,11.85910158,1.058,473.56432643,1.49,1655.0,3.55,1.31,4896.0,215.986,184.9787579,-25.8278531,2025-08-09T19:18:00.766824
TOI-4559 b,TOI-4559,1,1,Transit,2024,3.965991,0.0359,1.415,0.12623806,,,554.16,0.374,0.392,3558.0,31.6354,211.0135378,-30.0141252,2025-08-09T19:18:00.766825
TOI-4562 b,TOI-4562,1,2,Transit,2023,225.1064,0.768,12.53,1.118,732.0,2.3,318.0,1.152,1.192,6096.0,339.605,112.0100593,-63.5177788,2025-08-09T19:18:00.766826
TOI-4562 c,TOI-4562,1,2,Transit Timing Variations,2024,3990.0,5.219,12.8,1.14,1833.86990839,5.77,,1.152,1.192,6096.0,339.605,112.0100593,-63.5177788,2025-08-09T19:18:00.766828
TOI-4600 b,TOI-4600,1,2,Transit,2023,82.6869,0.349,6.8,0.607,959.84178914,3.02,347.0,0.81,0.89,5170.0,216.056,258.4503674,64.5661727,2025-08-09T19:18:00.766829
TOI-4600 c,TOI-4600,1,2,Transit,2023,482.8191,1.152,9.42,0.841,2946.26933289,9.27,191.0,0.81,0.89,5170.0,216.056,258.4503674,64.5661727,2025-08-09T19:18:00.766830
TOI-4602.01,TOI-4602,1,1,Transit,2024,3.9812091,0.05099712,2.550449,0.22728928,,,1380.27,1.15664,1.116795,6011.9,63.0637,60.6003316,31.3298354,2025-08-09T19:18:00.766832
TOI-4603 b,TOI-4603,1,1,Transit,2023,7.24599,0.0888,11.67975789,1.042,4096.80816623,12.89,1677.0,2.738,1.765,6264.0,225.643,83.8659288,21.2942417,2025-08-09T19:18:00.766833
TOI-4633 c,TOI-4633,2,1,Transit,2024,271.9445,0.847,3.2,0.28548537,123.0,0.387001278963715,268.57,1.05,1.1,5800.0,95.2016,256.8431021,62.475548,2025-08-09T19:18:00.766835
TOI-4638.01,TOI-4638,1,1,Transit,2024,10.283918787,0.093013,2.933,0.26166518,,,779.83,0.895,1.02,5700.0,168.248,12.8206627,12.7879858,2025-08-09T19:18:00.766836
TOI-4641 b,TOI-4641,1,1,Transit,2023,22.09341,0.173,8.18255591,0.73,1229.99593509,3.87,950.11,1.72,1.41,6560.0,86.3501,42.5582023,25.3335334,2025-08-09T19:18:00.766837
TOI-470 b,TOI-470,1,1,Transit,2023,12.19148,0.119,4.34,0.38718953,,,660.0,0.831,0.87,5190.0,130.46,94.0099043,-25.0314111,2025-08-09T19:18:00.766839
TOI-4734 b,TOI-4734,1,1,Transit,2025,6.235633,0.074,10.9175472,0.974,61.658710958,0.194,1468.0,1.857,1.391,6070.0,563.068,90.3581219,12.5478825,2025-08-09T19:18:00.766840
TOI-4791 b,TOI-4791,1,1,Transit,2023,4.28088,0.0555,12.44196858,1.11,734.18362017,2.31,1472.0,1.409,1.242,6058.0,328.802,109.3883818,-19.8289392,2025-08-09T19:18:00.766842
TOI-4794 b,TOI-4794,1,1,Transit,2025,3.5658116,0.0492,14.35870428,1.281,308.29355479,0.97,1673.0,1.451,1.25,6390.0,543.008,110.4835517,-12.5654781,2025-08-09T19:18:00.766844
TOI-480 b,TOI-480,1,1,Transit,2024,6.866196,0.077,2.85372018,0.2545923,20.8,0.0654441187190672,1198.94,1.4877,1.2793,6174.0,54.5306,88.3784618,-16.2653974,2025-08-09T19:18:00.766845
TOI-481 b,TOI-481,1,1,Transit,2020,10.33111,0.097,11.09691,0.99,486.2799,1.53,1370.0,1.66,1.14,5735.0,179.366,110.5126861,-57.384998,2025-08-09T19:18:00.766847
TOI-4860 b,TOI-4860,1,1,Transit,2023,1.5227591,0.01808,8.7,0.77,86.7,0.273,694.0,0.358,0.34,3260.0,80.1423,183.563961,-13.1748411,2025-08-09T19:18:00.766848
TOI-4914 b,TOI-4914,1,1,Transit,2024,10.60057,0.098,12.87,1.14818647,227.0,0.71422187255905,894.0,1.0,1.03,5805.0,299.89,204.5426717,-28.1429206,2025-08-09T19:18:00.766849
TOI-4961 b,TOI-4961,1,1,Transit,2025,7.479182,0.0726,12.34108775,1.101,572.0911326,1.8,919.0,0.912,0.912,5380.0,213.073,192.5018624,-59.8919345,2025-08-09T19:18:00.766851
TOI-4994 b,TOI-4994,1,1,Transit,2024,21.491984,0.1515,8.54124329,0.762,88.99195396,0.28,717.6,1.055,1.005,5640.0,329.304,283.1325335,-78.4344302,2025-08-09T19:18:00.766852
TOI-500 b,TOI-500,1,4,Transit,2022,0.548177,0.01189,1.166,0.10402373,1.42,0.00446781964332093,1617.0,0.678,0.74,4440.0,47.3924,106.559098,-47.5878156,2025-08-09T19:18:00.766853
TOI-5005 b,TOI-5005,1,1,Transit,2024,6.3085044,0.06614,6.25,0.558,32.7,0.103,1040.0,0.93,0.97,5749.0,207.891,238.108194,-48.1451,2025-08-09T19:18:00.766855
TOI-5027 b,TOI-5027,1,1,Transit,2025,10.24368,0.093,10.76062147,0.96,642.01338214,2.02,1056.0,0.92,1.02,5909.0,204.429,243.8850212,-69.2170972,2025-08-09T19:18:00.766856
TOI-5076 b,TOI-5076,2,1,Transit,2024,23.443162,0.1481,3.48935569,0.3113,16.1456830756,0.0508,550.0,0.844,0.789,4780.0,82.857,50.5104166,17.2392094,2025-08-09T19:18:00.766858
TOI-5082.01,TOI-5082,1,1,Transit,2024,4.240122,0.051204842,2.54811,0.22708083,,,1164.91,0.93,0.99665,5670.0,43.1406,106.569578,22.6831477,2025-08-09T19:18:00.766859
TOI-5108 b,TOI-5108,1,1,Transit,2025,6.753581,0.073,6.6,0.58881358,32.0,0.100683259567796,1180.0,1.29,1.1,5808.0,130.919,166.2695041,11.2464069,2025-08-09T19:18:00.766860
